order_id,order_rating,order_date,time_ordered,time_order_picked,weather_conditions,road_traffic_density,vehicle_condition,type_of_order,type_of_vehicle,multiple_deliveries,festival,time_taken_min
0x348b,4.3,2022-04-01,22:10,22:15,Stormy,Low,0,Buffet,motorcycle,1.0,No,24
0x925d,4.9,2022-04-01,09:50,10:05,Sandstorms,Low,2,Buffet,scooter,0.0,No,26
0x452c,4.7,2022-04-01,08:20,08:35,Sunny,Low,0,Buffet,motorcycle,0.0,No,13
0x3561,4.6,2022-04-01,09:25,09:35,Stormy,Low,2,Snack,motorcycle,1.0,No,24
0x6356,4.7,2022-04-01,19:25,19:30,Fog,Jam,2,Drinks,motorcycle,1.0,No,29
0x7c4,4.1,2022-04-01,22:30,22:45,Stormy,Low,0,Buffet,motorcycle,1.0,No,28
0x90ed,4.8,2022-04-01,20:15,20:25,Stormy,Jam,2,Snack,electric_scooter,1.0,No,25
0x1c92,5.0,2022-04-01,09:40,09:45,Sunny,Low,1,Drinks,motorcycle,1.0,No,19
0x3f43,4.3,2022-04-01,19:35,19:50,Cloudy,Jam,2,Meal,scooter,1.0,No,31
0x35f9,4.8,2022-04-01,14:45,14:55,Windy,High,1,Snack,motorcycle,0.0,No,10
0x3f6e,4.5,2022-04-01,13:20,13:25,Windy,High,2,Drinks,scooter,1.0,No,18
0x7f4f,4.5,2022-04-01,22:15,22:30,Cloudy,Low,2,Snack,electric_scooter,1.0,No,19
0xa275,4.8,2022-04-01,21:45,21:55,Sandstorms,Jam,0,Buffet,motorcycle,1.0,No,36
0x6542,5.0,2022-04-01,11:45,11:55,Fog,High,0,Buffet,motorcycle,1.0,No,25
0x4097,5.0,2022-04-01,09:30,09:45,Sandstorms,Low,1,Meal,motorcycle,0.0,No,11
0x3e60,4.8,2022-04-01,22:35,22:50,Sandstorms,Low,2,Drinks,motorcycle,1.0,No,26
0x7189,4.8,2022-04-01,0.791666667,19:10,Sunny,Medium,0,Meal,motorcycle,0.0,No,16
0x336e,4.6,2022-04-01,12:55,0.541666667,Windy,High,0,Drinks,motorcycle,1.0,No,24
0x80fa,5.0,2022-04-01,17:20,17:35,Sandstorms,Medium,0,Snack,motorcycle,1.0,No,15
0x7e2a,4.3,2022-04-01,10:35,10:45,Windy,Low,0,Buffet,motorcycle,1.0,No,29
0x99b9,5.0,2022-04-01,11:40,11:55,Fog,High,1,Snack,motorcycle,0.0,No,30
0x6d01,4.6,2022-04-01,0.833333333,20:15,Windy,Jam,1,Meal,motorcycle,1.0,No,18
0xa53e,4.6,2022-04-01,17:25,17:35,Stormy,Medium,1,Meal,motorcycle,0.0,No,25
0x15fe,4.2,2022-04-01,21:45,21:50,Cloudy,Jam,2,Buffet,scooter,0.0,No,35
0x4c68,4.6,2022-04-01,08:55,09:10,Stormy,Low,2,Meal,electric_scooter,1.0,No,26
0x161d,4.3,2022-04-01,12:10,12:15,Fog,High,1,Drinks,motorcycle,1.0,No,33
0x1134,4.5,2022-04-01,23:40,23:55,Fog,Low,1,Snack,motorcycle,1.0,No,17
0x898b,5.0,2022-04-01,22:20,22:25,Fog,Low,1,Drinks,motorcycle,1.0,No,18
0x36b0,4.4,2022-04-01,09:10,09:20,Sandstorms,Low,0,Drinks,motorcycle,1.0,No,30
0x9566,5.0,2022-04-01,23:45,1,Sunny,Low,2,Buffet,motorcycle,0.0,No,15
0x947b,5.0,2022-04-01,23:45,23:55,Fog,Low,2,Snack,motorcycle,0.0,No,19
0x4280,4.9,2022-04-01,18:45,18:55,Fog,Medium,2,Drinks,scooter,1.0,No,18
0x4c08,4.6,2022-04-01,0.416666667,10:10,Cloudy,Low,2,Buffet,scooter,0.0,No,16
0x57da,4.0,2022-04-01,09:40,09:50,Windy,Low,0,Meal,motorcycle,1.0,No,26
0x6f6a,4.7,2022-04-01,08:25,08:35,Cloudy,Low,2,Snack,electric_scooter,0.0,No,15
0x8d12,4.2,2022-04-01,20:45,20:50,Sunny,Jam,0,Drinks,motorcycle,2.0,No,42
0x1901,4.6,2022-04-01,10:15,10:20,Fog,Low,1,Buffet,motorcycle,0.0,No,19
0xacf1,4.5,2022-04-01,09:30,09:45,Sandstorms,Low,0,Drinks,motorcycle,1.0,No,25
0x8f65,4.8,2022-04-01,0.75,18:10,Windy,Medium,1,Snack,scooter,1.0,No,29
0x6abf,4.9,2022-04-01,12:55,0.541666667,Sunny,High,2,Drinks,motorcycle,1.0,No,17
0x191b,4.5,2022-04-01,20:45,0.875,Cloudy,Jam,2,Buffet,motorcycle,1.0,No,30
0x8e9d,4.1,2022-04-01,11:45,11:55,Fog,High,1,Drinks,scooter,2.0,No,33
0x6492,4.5,2022-04-01,13:15,13:20,Sandstorms,High,1,Snack,scooter,0.0,No,10
0x39f6,4.2,2022-04-01,23:25,23:35,Stormy,Low,0,Drinks,motorcycle,1.0,No,20
0xb2e8,4.1,2022-04-01,20:45,20:55,Sandstorms,Jam,0,Drinks,motorcycle,1.0,No,39
0x3ad1,4.9,2022-04-01,15:50,15:55,Stormy,Medium,1,Buffet,motorcycle,1.0,No,29
0x8465,4.6,2022-04-01,18:10,18:20,Cloudy,Medium,0,Meal,motorcycle,1.0,No,28
0x3ccb,4.6,2022-04-01,09:15,09:30,Cloudy,Low,2,Meal,motorcycle,0.0,No,16
0xaec9,4.8,2022-04-01,11:30,11:40,Cloudy,High,1,Drinks,motorcycle,1.0,No,21
0x7ffa,4.6,2022-04-01,22:55,0.958333333,Sandstorms,Low,2,Buffet,motorcycle,0.0,No,12
0x3330,4.9,2022-04-01,21:25,21:40,Fog,Jam,1,Meal,motorcycle,1.0,No,28
0x8565,4.8,2022-04-01,19:15,19:30,Sandstorms,Jam,1,Drinks,motorcycle,1.0,No,24
0x4c5b,4.4,2022-04-01,10:20,10:35,Windy,Low,0,Snack,motorcycle,0.0,No,27
0x37e1,5.0,2022-04-01,21:20,21:30,Cloudy,Jam,1,Snack,motorcycle,0.0,No,29
0x181b,4.9,2022-04-01,17:50,18:05,Sunny,Medium,0,Meal,motorcycle,0.0,No,27
0x5886,5.0,2022-04-01,18:25,18:30,Fog,Medium,2,Drinks,scooter,0.0,No,19
0x9287,4.9,2022-04-01,12:35,12:45,Fog,High,1,Drinks,motorcycle,1.0,No,34
0x755a,4.0,2022-04-01,19:50,19:55,Sandstorms,Jam,0,Drinks,motorcycle,1.0,No,31
0x6ee4,4.8,2022-04-01,20:20,20:25,Stormy,Jam,0,Snack,motorcycle,2.0,No,40
0x42f7,4.8,2022-04-01,17:40,17:50,Fog,Medium,2,Buffet,electric_scooter,1.0,No,17
0xabcc,4.7,2022-04-01,13:50,14:05,Sunny,High,1,Meal,scooter,0.0,No,24
0x59ae,4.6,2022-04-01,0.375,09:15,Cloudy,Low,0,Meal,motorcycle,0.0,No,20
0x55e4,4.4,2022-04-01,09:10,09:25,Stormy,Low,0,Drinks,motorcycle,0.0,No,27
0x2713,4.7,2022-04-01,21:20,21:25,Windy,Jam,1,Meal,motorcycle,1.0,No,33
0x7a87,4.8,2022-04-01,23:25,23:30,Sunny,Low,2,Buffet,scooter,1.0,No,21
0x3028,4.8,2022-04-01,08:20,08:30,Fog,Low,0,Snack,motorcycle,1.0,No,24
0xa8d1,4.8,2022-04-01,09:20,09:30,Stormy,Low,1,Drinks,motorcycle,1.0,No,20
0xa06c,3.7,2022-04-01,19:40,19:50,Sunny,Jam,0,Buffet,motorcycle,3.0,No,50
0xa0ab,5.0,2022-04-01,22:50,23:05,Sunny,Low,1,Meal,scooter,0.0,No,10
0x3dc5,4.8,2022-04-01,08:55,0.375,Fog,Low,2,Meal,motorcycle,0.0,No,14
0x8362,4.6,2022-04-01,22:25,22:35,Sandstorms,Low,2,Meal,scooter,0.0,No,23
0x29db,4.8,2022-04-01,19:50,20:05,Sandstorms,Jam,0,Buffet,motorcycle,1.0,No,25
0xc31,4.1,2022-04-01,13:25,13:30,Cloudy,High,2,Buffet,electric_scooter,1.0,No,31
0x3cd5,4.3,2022-04-01,17:40,17:50,Cloudy,Medium,0,Snack,motorcycle,1.0,No,34
0x20cd,4.6,2022-04-01,22:30,22:45,Windy,Low,2,Buffet,scooter,1.0,No,25
0x563e,4.8,2022-04-01,09:25,09:30,Windy,Low,2,Snack,electric_scooter,1.0,No,11
0x802a,4.1,2022-04-01,21:15,21:30,Cloudy,Jam,2,Meal,electric_scooter,1.0,No,33
0x5056,5.0,2022-04-01,0.375,09:10,Windy,Low,1,Snack,motorcycle,1.0,No,28
0x6631,4.5,2022-04-01,13:25,13:40,Windy,High,1,Meal,motorcycle,1.0,No,23
0xa9a1,3.9,2022-04-01,0.5,12:05,Sunny,High,0,Buffet,motorcycle,1.0,Yes,49
0xba08,4.9,2022-04-01,09:35,09:50,Windy,Low,2,Snack,electric_scooter,1.0,No,29
0x8fbd,4.9,2022-04-01,19:25,19:35,Fog,Jam,1,Snack,motorcycle,0.0,No,25
0x313c,4.2,2022-04-01,10:45,10:55,Sandstorms,Low,0,Meal,motorcycle,1.0,No,33
0x64ae,4.7,2022-04-01,23:55,24:05:00,Sandstorms,Low,1,Snack,motorcycle,1.0,No,23
0x4a4e,4.6,2022-04-01,0.375,09:05,Stormy,Low,2,Drinks,electric_scooter,1.0,No,20
0x52af,5.0,2022-04-01,10:45,10:55,Stormy,Low,1,Meal,scooter,1.0,No,19
0x42a1,4.6,2022-04-01,21:20,21:35,Cloudy,Jam,0,Drinks,motorcycle,0.0,No,26
0x76ef,4.9,2022-04-01,21:45,21:55,Windy,Jam,1,Snack,scooter,1.0,No,29
0x1894,4.6,2022-04-01,11:50,12:05,Fog,High,1,Drinks,scooter,1.0,No,20
0x186c,4.8,2022-04-01,13:10,13:20,Sandstorms,High,2,Meal,motorcycle,1.0,No,25
0xa9fd,4.9,2022-04-01,23:50,24:05:00,Sunny,Low,2,Meal,electric_scooter,0.0,No,13
0x8be9,4.6,2022-04-01,20:25,20:35,Sunny,Jam,1,Meal,motorcycle,1.0,No,19
0x5157,4.8,2022-04-01,20:30,20:45,Stormy,Jam,1,Drinks,scooter,1.0,No,14
0x2e73,4.8,2022-04-01,23:40,23:50,Cloudy,Low,2,Snack,electric_scooter,0.0,No,18
0x652f,4.6,2022-04-01,08:45,08:50,Fog,Low,0,Buffet,motorcycle,1.0,No,24
0xadec,4.6,2022-04-01,10:45,10:50,Fog,Low,0,Buffet,motorcycle,0.0,No,26
0xadd0,4.7,2022-04-01,08:50,09:05,Sandstorms,Low,2,Drinks,electric_scooter,1.0,No,27
0x9d7,4.6,2022-04-01,23:50,1,Fog,Low,2,Snack,scooter,1.0,No,15
0x6607,4.2,2022-04-01,0.416666667,10:10,Windy,Low,0,Drinks,motorcycle,1.0,No,18
0xb9a6,4.9,2022-04-01,21:20,21:30,Sunny,Jam,1,Meal,motorcycle,0.0,No,20
0xa105,4.8,2022-04-01,23:20,23:25,Sunny,Low,1,Buffet,scooter,0.0,No,18
0x14c9,4.8,2022-04-01,23:45,1,Stormy,Low,1,Snack,scooter,1.0,No,19
0xa25e,5.0,2022-04-01,16:10,16:20,Windy,Medium,1,Snack,scooter,1.0,No,28
0x6b1e,4.7,2022-04-01,08:55,09:05,Stormy,Low,1,Drinks,scooter,1.0,No,28
0x71b6,4.3,2022-04-01,0.875,21:15,Sandstorms,Jam,2,Drinks,electric_scooter,0.0,No,32
0x42ee,4.7,2022-04-01,14:20,14:35,Fog,High,2,Snack,scooter,1.0,No,23
0x2bfb,4.3,2022-04-01,22:10,22:15,Sandstorms,Low,0,Snack,motorcycle,1.0,No,34
0x7d59,4.7,2022-04-01,18:30,18:45,Fog,Medium,2,Buffet,scooter,0.0,No,18
0x8525,4.9,2022-04-01,13:40,13:55,Cloudy,High,2,Meal,motorcycle,1.0,No,28
0x2d2e,5.0,2022-04-01,20:30,20:40,Sunny,Jam,2,Drinks,scooter,1.0,No,17
0x7761,4.5,2022-04-01,0.458333333,11:10,Stormy,Low,0,Meal,motorcycle,0.0,No,22
0x4c6d,4.9,2022-04-01,09:55,10:10,Windy,Low,1,Buffet,scooter,0.0,No,12
0x942b,4.1,2022-04-01,16:10,16:15,Windy,Medium,0,Drinks,motorcycle,1.0,No,35
0x3e3b,4.9,2022-04-01,18:55,0.791666667,Windy,Medium,2,Drinks,motorcycle,1.0,No,28
0x3b34,4.6,2022-04-01,08:15,08:30,Windy,Low,2,Buffet,motorcycle,0.0,No,28
0x308f,4.7,2022-04-01,22:55,23:10,Cloudy,Low,0,Drinks,motorcycle,1.0,No,26
0xbbd8,4.7,2022-04-01,14:40,14:55,Fog,High,1,Snack,motorcycle,1.0,No,29
0x48b3,4.7,2022-04-01,14:50,15:05,Cloudy,High,1,Drinks,motorcycle,1.0,No,26
0x8a0e,4.9,2022-04-01,08:45,0.375,Sunny,Low,0,Buffet,motorcycle,1.0,No,24
0x4929,4.8,2022-04-01,19:15,19:25,Fog,Jam,1,Meal,scooter,1.0,No,25
0x6132,4.6,2022-04-01,18:35,18:40,Sandstorms,Medium,0,Meal,motorcycle,1.0,No,28
0x6f71,4.7,2022-04-01,16:55,17:10,Cloudy,Medium,2,Drinks,electric_scooter,0.0,No,18
0xb11b,4.5,2022-04-01,08:25,08:35,Fog,Low,1,Drinks,scooter,1.0,No,15
0x126c,4.7,2022-04-01,0.416666667,10:15,Fog,Low,1,Buffet,motorcycle,1.0,No,18
0x1f17,4.7,2022-04-01,17:50,0.75,Windy,Medium,2,Snack,scooter,1.0,No,25
0x77ba,5.0,2022-04-01,22:40,22:45,Cloudy,Low,0,Meal,motorcycle,1.0,No,24
0x9bbd,5.0,2022-04-01,17:50,0.75,Stormy,Medium,1,Drinks,scooter,1.0,No,29
0x3818,4.5,2022-04-01,19:20,19:30,Sunny,Jam,2,Buffet,electric_scooter,0.0,No,11
0x9957,4.2,2022-04-01,20:45,20:50,Cloudy,Jam,2,Drinks,motorcycle,1.0,No,31
0xee4,4.6,2022-04-01,0.791666667,19:10,Stormy,Medium,1,Drinks,motorcycle,0.0,No,23
0x2236,4.5,2022-04-01,08:40,08:50,Windy,Low,2,Buffet,electric_scooter,0.0,No,13
0x66b8,4.5,2022-04-01,20:15,20:30,Sandstorms,Jam,1,Drinks,scooter,1.0,No,30
0x7cab,4.8,2022-04-01,21:30,21:35,Stormy,Jam,2,Buffet,scooter,1.0,No,32
0x8740,4.9,2022-04-01,12:35,12:40,Sandstorms,High,1,Buffet,scooter,1.0,No,29
0xa1ff,5.0,2022-04-01,22:50,22:55,Windy,Low,1,Drinks,motorcycle,1.0,No,29
0x5364,4.8,2022-04-01,0.791666667,19:15,Cloudy,Medium,1,Snack,scooter,1.0,No,17
0x9803,4.8,2022-04-01,19:55,20:10,Fog,Jam,2,Meal,motorcycle,1.0,No,37
0xa58,4.9,2022-04-01,23:15,23:20,Stormy,Low,2,Meal,electric_scooter,1.0,No,23
0x4d14,4.9,2022-04-01,10:10,10:20,Sandstorms,Low,2,Meal,motorcycle,0.0,No,10
0xb991,4.9,2022-04-01,14:15,14:20,Fog,High,2,Buffet,electric_scooter,0.0,No,29
0x5151,4.7,2022-04-01,22:45,0.958333333,Stormy,Low,2,Buffet,motorcycle,0.0,No,19
0x42e2,4.6,2022-04-01,21:40,21:45,Cloudy,Jam,2,Drinks,scooter,0.0,No,35
0x23ff,4.6,2022-04-01,0.708333333,17:05,Fog,Medium,0,Drinks,motorcycle,1.0,No,29
0x4c45,4.9,2022-04-01,18:10,18:15,Cloudy,Medium,2,Snack,scooter,0.0,No,15
0xa53b,4.8,2022-04-01,17:25,17:40,Windy,Medium,0,Meal,motorcycle,0.0,No,29
0x192b,4.7,2022-04-01,11:55,12:10,Windy,High,1,Buffet,motorcycle,0.0,No,28
0x87d9,4.9,2022-04-01,14:35,14:45,Sunny,High,0,Buffet,motorcycle,0.0,No,20
0x894,4.8,2022-04-01,19:20,19:25,Cloudy,Jam,1,Snack,scooter,1.0,No,25
0x289b,4.6,2022-04-01,11:55,0.5,Stormy,High,2,Drinks,scooter,1.0,No,13
0x9288,4.9,2022-04-01,10:40,10:50,Stormy,Low,2,Buffet,scooter,0.0,No,16
0x9e0d,4.8,2022-04-01,18:45,18:55,Sandstorms,Medium,0,Meal,motorcycle,1.0,No,16
0x9996,4.8,2022-04-01,21:15,21:20,Windy,Jam,2,Buffet,electric_scooter,0.0,No,30
0xf73,4.9,2022-04-01,14:20,14:25,Sunny,High,1,Meal,motorcycle,0.0,No,15
0x1795,4.7,2022-04-01,0.625,15:05,Sandstorms,High,0,Buffet,motorcycle,0.0,No,21
0x97e6,4.8,2022-04-01,22:55,23:05,Fog,Low,2,Drinks,scooter,0.0,No,15
0x4e24,4.2,2022-04-01,11:20,11:30,Fog,High,2,Snack,scooter,1.0,No,33
0x4796,4.9,2022-04-01,10:35,10:50,Sandstorms,Low,1,Drinks,scooter,1.0,No,26
0xbe59,4.6,2022-04-01,08:25,08:35,Windy,Low,1,Meal,motorcycle,1.0,No,25
0xa226,4.7,2022-04-01,10:15,10:20,Fog,Low,1,Snack,scooter,1.0,No,15
0x2bc5,4.9,2022-04-01,13:25,13:35,Sunny,High,1,Snack,scooter,1.0,No,23
0xd9b,5.0,2022-04-01,08:40,08:45,Stormy,Low,2,Drinks,motorcycle,0.0,No,23
0xf5a,4.6,2022-04-01,18:10,18:25,Stormy,Medium,1,Drinks,motorcycle,1.0,No,28
0x8e3e,4.9,2022-04-01,22:35,22:45,Stormy,Low,1,Meal,scooter,0.0,No,23
0x2d86,4.5,2022-04-01,08:35,08:50,Sandstorms,Low,2,Drinks,scooter,1.0,No,20
0x72f0,4.6,2022-04-01,11:50,11:55,Windy,High,1,Buffet,motorcycle,1.0,No,23
0x479e,4.8,2022-04-01,08:40,08:50,Fog,Low,1,Drinks,scooter,1.0,No,12
0x2566,4.4,2022-04-01,11:55,12:05,Windy,High,0,Snack,motorcycle,0.0,No,32
0x68c7,4.8,2022-04-01,21:40,21:55,Cloudy,Jam,0,Drinks,motorcycle,0.0,No,30
0xa515,4.8,2022-04-01,08:50,0.375,Cloudy,Low,1,Buffet,motorcycle,1.0,No,17
0x1597,4.6,2022-04-01,11:50,0.5,Windy,High,1,Snack,motorcycle,1.0,No,27
0x3751,4.9,2022-04-01,13:40,13:55,Fog,High,0,Drinks,motorcycle,0.0,No,27
0x813a,4.2,2022-04-01,20:50,21:05,Cloudy,Jam,0,Snack,motorcycle,1.0,No,33
0x5465,4.7,2022-04-01,08:45,0.375,Cloudy,Low,2,Snack,scooter,0.0,No,10
0x22fe,4.6,2022-04-01,12:15,12:20,Fog,High,2,Snack,motorcycle,1.0,No,22
0x3cf7,4.9,2022-04-01,19:20,19:30,Sandstorms,Jam,0,Snack,motorcycle,1.0,No,15
0x9b0f,4.6,2022-04-01,14:40,14:45,Windy,High,1,Snack,scooter,1.0,No,32
0x4bda,5.0,2022-04-01,09:45,09:55,Sunny,Low,2,Snack,scooter,1.0,No,11
0x2993,4.7,2022-04-01,18:45,18:50,Fog,Medium,1,Buffet,motorcycle,0.0,No,16
0x45e2,4.7,2022-04-01,19:20,19:25,Sandstorms,Jam,1,Drinks,scooter,1.0,No,30
0xa69e,4.8,2022-04-01,0.75,18:15,Fog,Medium,1,Snack,motorcycle,1.0,No,17
0x5e62,4.8,2022-04-01,18:10,18:15,Sandstorms,Medium,0,Buffet,motorcycle,1.0,No,22
0x33de,4.8,2022-04-01,19:30,19:45,Fog,Jam,2,Meal,scooter,0.0,No,33
0x26eb,4.8,2022-04-01,17:50,0.75,Cloudy,Medium,0,Meal,motorcycle,0.0,No,30
0xb219,4.5,2022-04-01,20:30,20:35,Sunny,Jam,0,Snack,motorcycle,1.0,No,46
0x5a33,4.2,2022-04-01,08:55,0.375,Stormy,Low,0,Meal,motorcycle,1.0,No,23
0x806d,4.8,2022-04-01,17:30,17:45,Sandstorms,Medium,0,Drinks,motorcycle,0.0,No,19
0x8281,4.2,2022-04-01,09:35,09:50,Windy,Low,0,Drinks,motorcycle,0.0,No,22
0x934a,4.3,2022-04-01,0.416666667,10:15,Stormy,Low,0,Snack,motorcycle,0.0,No,15
0x3128,5.0,2022-04-01,0.833333333,20:15,Stormy,Jam,1,Drinks,scooter,1.0,No,22
0xaa27,4.9,2022-04-01,22:30,22:45,Sunny,Low,2,Meal,electric_scooter,0.0,No,19
0x5a53,4.6,2022-04-01,10:50,11:05,Fog,Low,2,Snack,electric_scooter,1.0,No,18
0x9863,4.3,2022-04-01,0.833333333,20:05,Sandstorms,Jam,2,Buffet,motorcycle,1.0,No,32
0x6c78,4.9,2022-04-01,10:10,10:15,Sunny,Low,2,Snack,scooter,0.0,No,22
0x43a8,4.8,2022-04-01,09:45,09:50,Cloudy,Low,2,Buffet,scooter,1.0,No,16
0x25c2,4.6,2022-04-01,18:25,18:30,Fog,Medium,1,Snack,scooter,0.0,No,17
0x64b8,4.7,2022-04-01,10:20,10:30,Stormy,Low,1,Snack,motorcycle,1.0,No,26
0x49ab,4.8,2022-04-01,18:15,18:20,Cloudy,Medium,2,Meal,scooter,0.0,No,18
0x3d5d,4.6,2022-04-01,09:55,0.416666667,Fog,Low,2,Buffet,motorcycle,0.0,No,14
0x9322,4.8,2022-04-01,09:15,09:30,Cloudy,Low,1,Meal,motorcycle,1.0,No,13
0x5876,4.8,2022-04-01,12:25,12:40,Stormy,High,0,Meal,motorcycle,1.0,No,25
0x2f02,4.6,2022-04-01,18:50,18:55,Sandstorms,Medium,0,Buffet,motorcycle,1.0,No,25
0x6ded,4.4,2022-04-01,09:50,0.416666667,Stormy,Low,0,Snack,motorcycle,1.0,No,25
0x8aee,4.8,2022-04-01,16:15,16:30,Sunny,Medium,0,Snack,motorcycle,1.0,No,27
0xb7a8,4.1,2022-04-01,23:25,23:40,Stormy,Low,0,Meal,motorcycle,0.0,No,22
0x6f8a,4.0,2022-04-01,21:25,21:30,Windy,Jam,2,Drinks,scooter,1.0,No,34
0x8d01,4.8,2022-04-01,10:55,11:05,Fog,Low,1,Meal,motorcycle,0.0,No,19
0x9846,4.1,2022-04-01,0.583333333,14:05,Fog,High,1,Drinks,scooter,1.0,No,33
0xb52b,4.9,2022-04-01,23:40,23:55,Sunny,Low,2,Drinks,scooter,1.0,No,16
0xba13,4.9,2022-04-01,20:45,20:50,Sunny,Jam,2,Drinks,electric_scooter,1.0,No,15
0xb2f6,4.7,2022-04-01,0.958333333,23:10,Cloudy,Low,0,Buffet,motorcycle,1.0,No,24
0x609a,4.7,2022-04-01,18:35,18:40,Sandstorms,Medium,1,Drinks,scooter,1.0,No,21
0x9224,4.7,2022-04-01,14:50,15:05,Stormy,High,2,Meal,scooter,0.0,No,12
0x135e,4.7,2022-04-01,21:15,21:25,Sandstorms,Jam,1,Snack,motorcycle,0.0,No,23
0x5861,4.6,2022-04-01,19:30,19:45,Windy,Jam,2,Meal,electric_scooter,1.0,No,34
0x236d,4.6,2022-04-01,21:25,21:35,Windy,Jam,1,Snack,scooter,0.0,No,11
0x1f62,4.8,2022-04-01,0.625,15:05,Fog,High,2,Buffet,scooter,1.0,No,24
0xa1d2,4.7,2022-04-01,21:20,21:35,Windy,Jam,2,Buffet,scooter,1.0,No,25
0x9798,4.8,2022-04-01,13:40,13:55,Sandstorms,High,0,Snack,motorcycle,1.0,No,48
0x2e59,4.7,2022-04-01,16:50,0.708333333,Stormy,Medium,2,Snack,scooter,1.0,No,28
0x4999,4.5,2022-04-01,14:15,14:20,Stormy,High,1,Drinks,motorcycle,1.0,No,28
0xa8a1,4.3,2022-04-01,18:50,0.791666667,Sandstorms,Medium,1,Snack,motorcycle,1.0,No,33
0x43eb,4.6,2022-04-01,12:30,12:45,Windy,High,2,Meal,electric_scooter,1.0,No,29
0xb00b,4.6,2022-04-01,23:35,23:50,Stormy,Low,1,Meal,motorcycle,0.0,No,20
0x505f,4.8,2022-04-01,16:25,16:35,Fog,Medium,0,Buffet,motorcycle,1.0,No,25
0xb92a,4.4,2022-04-01,09:25,09:35,Windy,Low,0,Drinks,motorcycle,1.0,No,26
0xb47b,5.0,2022-04-01,17:55,18:10,Stormy,Medium,0,Snack,motorcycle,1.0,No,26
0x3346,4.9,2022-04-01,16:50,0.708333333,Fog,Medium,0,Drinks,motorcycle,0.0,No,23
0x13f9,4.8,2022-04-01,11:30,11:45,Sunny,High,0,Buffet,motorcycle,1.0,No,21
0x4e45,4.6,2022-04-01,10:55,11:05,Cloudy,Low,1,Snack,scooter,1.0,No,11
0x878b,4.6,2022-04-01,18:25,18:35,Fog,Medium,2,Drinks,scooter,0.0,No,12
0x3b39,4.7,2022-04-01,16:50,17:05,Sandstorms,Medium,2,Meal,scooter,0.0,No,27
0x25c8,4.8,2022-04-01,15:40,15:45,Fog,Medium,1,Meal,motorcycle,0.0,No,15
0x2df8,4.9,2022-04-01,0.708333333,17:10,Fog,Medium,2,Snack,electric_scooter,1.0,No,17
0x8a88,4.8,2022-04-01,21:55,22:05,Fog,Jam,0,Buffet,motorcycle,0.0,No,26
0xb1b7,4.6,2022-04-01,0.958333333,23:05,Cloudy,Low,2,Buffet,scooter,1.0,No,16
0xae7a,4.7,2022-04-01,17:30,17:45,Windy,Medium,0,Buffet,motorcycle,1.0,No,15
0x6d5,4.7,2022-04-01,09:10,09:20,Windy,Low,1,Drinks,scooter,1.0,No,26
0x6ad9,4.7,2022-04-01,0.375,09:05,Windy,Low,1,Drinks,motorcycle,0.0,No,22
0x3a90,4.7,2022-04-01,11:15,11:25,Cloudy,High,2,Snack,motorcycle,1.0,No,27
0x9c38,5.0,2022-04-01,0.416666667,10:15,Sunny,Low,2,Meal,electric_scooter,0.0,No,19
0x3640,4.1,2022-04-01,19:30,19:45,Sunny,Jam,0,Meal,motorcycle,1.0,No,45
0xb0b1,4.6,2022-04-01,11:55,0.5,Fog,High,2,Buffet,motorcycle,0.0,No,23
0x751a,4.4,2022-04-01,21:25,21:35,Sandstorms,Jam,2,Snack,scooter,1.0,No,34
0x6051,4.9,2022-04-01,0.458333333,11:05,Sunny,Low,1,Drinks,motorcycle,1.0,No,16
0x79c3,4.8,2022-04-01,09:25,09:30,Stormy,Low,2,Buffet,motorcycle,1.0,No,16
0xa587,4.5,2022-04-01,20:55,21:05,Cloudy,Jam,0,Meal,motorcycle,0.0,No,27
0x2e02,3.6,2022-04-01,19:45,0.833333333,Sunny,Jam,0,Meal,motorcycle,0.0,Yes,54
0x992f,4.5,2022-04-01,10:35,10:40,Fog,Low,1,Snack,scooter,0.0,No,17
0x226e,4.5,2022-04-01,0.458333333,11:05,Sandstorms,Low,2,Meal,electric_scooter,0.0,No,21
0xc30,4.2,2022-04-01,20:30,20:35,Sandstorms,Jam,0,Meal,motorcycle,0.0,No,42
0x8a7c,4.6,2022-04-01,18:25,18:30,Fog,Medium,1,Drinks,motorcycle,1.0,No,19
0x8783,3.7,2022-04-01,14:50,15:05,Sunny,High,0,Buffet,motorcycle,1.0,Yes,54
0x9149,4.9,2022-04-01,11:40,11:45,Sandstorms,High,1,Snack,motorcycle,0.0,No,21
0xb703,4.9,2022-04-01,08:30,08:45,Windy,Low,2,Meal,scooter,1.0,No,22
0x7474,4.8,2022-04-01,10:20,10:30,Cloudy,Low,2,Drinks,motorcycle,0.0,No,15
0xb62a,4.6,2022-04-01,21:35,21:40,Stormy,Jam,1,Meal,scooter,1.0,No,28
0xbebe,4.8,2022-04-01,13:35,13:40,Windy,High,0,Drinks,motorcycle,1.0,No,37
0x32ec,4.6,2022-04-01,18:30,18:45,Sunny,Medium,0,Meal,motorcycle,1.0,No,22
0xa3b1,4.8,2022-04-01,23:25,23:30,Sunny,Low,1,Buffet,scooter,0.0,No,16
0x6748,4.8,2022-04-01,0.75,18:05,Stormy,Medium,1,Snack,scooter,1.0,No,29
0x5108,4.7,2022-04-01,0.791666667,19:05,Sunny,Medium,2,Meal,scooter,1.0,No,23
